pp_acc,fips_code,pp_std_cc,county,jurisdiction_type,coder,pp_acc_cc,make,vbm_acc,pp_acc_pc,source,state,other,pp_std_pc,ev_acc,abs_ballots,division,equip_type,date_obtained,population,all_vbm,ev_std,pp_std,prov_ballots,model
,2402900000,,Kent,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",12724,,,,,DS850
,2403100000,,Montgomery,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",634663,,TRUE,TRUE,,DS200
TRUE,2403100000,,Montgomery,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",634663,,,,,ExpressVote
,2403100000,,Montgomery,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",634663,,,,,DS850
,2403300000,,Prince George's,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",544677,,TRUE,TRUE,,DS200
TRUE,2403300000,,Prince George's,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",544677,,,,,ExpressVote
,2403300000,,Prince George's,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",544677,,,,,DS850
,2403500000,,Queen Anne's,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",33175,,TRUE,TRUE,,DS200
TRUE,2403500000,,Queen Anne's,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",33175,,,,,ExpressVote
,2403500000,,Queen Anne's,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",33175,,,,,DS850
,2403700000,,St. Mary's,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",12999,,TRUE,TRUE,,DS200
TRUE,2403700000,,St. Mary's,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",12999,,,,,ExpressVote
,2403700000,,St. Mary's,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",12999,,,,,DS850
,2403900000,,Somerset,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",64510,,TRUE,TRUE,,DS200
TRUE,2403900000,,Somerset,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",64510,,,,,ExpressVote
,2403900000,,Somerset,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",64510,,,,,DS850
,2404100000,,Talbot,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",25663,,TRUE,TRUE,,DS200
TRUE,2404100000,,Talbot,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",25663,,,,,ExpressVote
,2404100000,,Talbot,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",25663,,,,,DS850
,2404300000,,Washington,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",90097,,TRUE,TRUE,,DS200
TRUE,2404300000,,Washington,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",90097,,,,,ExpressVote
,2404300000,,Washington,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",90097,,,,,DS850
,2404500000,,Wicomico,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",56696,,TRUE,TRUE,,DS200
TRUE,2404500000,,Wicomico,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",56696,,,,,ExpressVote
,2404500000,,Wicomico,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",56696,,,,,DS850
,2404700000,,Worcester,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,TRUE,,,,Optical Scan,"January 16, 2016",35699,,TRUE,TRUE,,DS200
TRUE,2404700000,,Worcester,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.elections.state.md.us/voting_system/index.html,MD,,,TRUE,,,Ballot Marking Device or System,"January 16, 2016",35699,,,,,ExpressVote
,2404700000,,Worcester,County,Warren Stewart,,Election Systems & Software,,,http://www.elections.state.md.us/voting_system/index.html,MD,,,,TRUE,,Optical Scan,"January 16, 2016",35699,,,,,DS850
,2300102060,,Androscoggin,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Auburn,Optical Scan,"March 30, 2016",16121,,,TRUE,TRUE,DS200
TRUE,2300102060,,Androscoggin,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Auburn,Ballot Marking Device or System,"February 19, 2016",16121,,,,,ExpressVote
,2300138740,,Androscoggin,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Lewiston,Optical Scan,"March 30, 2016",25434,,,TRUE,TRUE,DS200
TRUE,2300138740,,Androscoggin,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Lewiston,Ballot Marking Device or System,"February 19, 2016",25434,,,,,ExpressVote
,2300310565,,Aroostook,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Caribou,Optical Scan,"March 30, 2016",6140,,,TRUE,TRUE,DS200
TRUE,2300310565,,Aroostook,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Caribou,Ballot Marking Device or System,"February 19, 2016",6140,,,,,ExpressVote
,2300360825,,Aroostook,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Presque Isle,Optical Scan,"March 30, 2016",6711,,,TRUE,TRUE,DS200
TRUE,2300360825,,Aroostook,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Presque Isle,Ballot Marking Device or System,"February 19, 2016",6711,,,,,ExpressVote
,2300560545,,Cumberland,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Portland,Optical Scan,"March 30, 2016",54656,,,TRUE,TRUE,DS200
TRUE,2300560545,,Cumberland,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Portland,Ballot Marking Device or System,"February 19, 2016",54656,,,,,ExpressVote
,2300571990,,Cumberland,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,South Portland,Optical Scan,"March 30, 2016",19973,,,TRUE,TRUE,DS200
TRUE,2300571990,,Cumberland,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,South Portland,Ballot Marking Device or System,"February 19, 2016",19973,,,,,ExpressVote
,2300582105,,Cumberland,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Westbrook,Optical Scan,"March 30, 2016",12605,,,TRUE,TRUE,DS200
TRUE,2300582105,,Cumberland,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Westbrook,Ballot Marking Device or System,"February 19, 2016",12605,,,,,ExpressVote
,2300923200,,Hancock,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Ellsworth,Optical Scan,"March 30, 2016",5767,,,TRUE,TRUE,DS200
TRUE,2300923200,,Hancock,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Ellsworth,Ballot Marking Device or System,"February 19, 2016",5767,,,,,ExpressVote
,2301102100,,Kennebec,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Augusta,Optical Scan,"March 30, 2016",13848,,,TRUE,TRUE,DS200
TRUE,2301102100,,Kennebec,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Augusta,Ballot Marking Device or System,"February 19, 2016",13848,,,,,ExpressVote
,2301127085,,Kennebec,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Gardiner,Optical Scan,"March 30, 2016",4461,,,TRUE,TRUE,DS200
TRUE,2301127085,,Kennebec,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Gardiner,Ballot Marking Device or System,"February 19, 2016",4461,,,,,ExpressVote
,2301130550,,Kennebec,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Hallowell,Optical Scan,"March 30, 2016",2115,,,TRUE,TRUE,DS200
TRUE,2301130550,,Kennebec,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Hallowell,Ballot Marking Device or System,"February 19, 2016",2115,,,,,ExpressVote
,2301180740,,Kennebec,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Waterville,Optical Scan,"March 30, 2016",12019,,,TRUE,TRUE,DS200
TRUE,2301180740,,Kennebec,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Waterville,Ballot Marking Device or System,"February 19, 2016",12019,,,,,ExpressVote
,2301363590,,Knox,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Rockland,Optical Scan,"March 30, 2016",4913,,,TRUE,TRUE,DS200
TRUE,2301363590,,Knox,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Rockland,Ballot Marking Device or System,"February 19, 2016",4913,,,,,ExpressVote
,2301902795,,Penobscot,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Bangor,Optical Scan,"March 30, 2016",23255,,,TRUE,TRUE,DS200
TRUE,2301902795,,Penobscot,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Bangor,Ballot Marking Device or System,"February 19, 2016",23255,,,,,ExpressVote
,2301906925,,Penobscot,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Brewer,Optical Scan,"March 30, 2016",7299,,,TRUE,TRUE,DS200
TRUE,2301906925,,Penobscot,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Brewer,Ballot Marking Device or System,"February 19, 2016",7299,,,,,ExpressVote
,2301955225,,Penobscot,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Old Town,Optical Scan,"March 30, 2016",7284,,,TRUE,TRUE,DS200
TRUE,2301955225,,Penobscot,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Old Town,Ballot Marking Device or System,"February 19, 2016",7284,,,,,ExpressVote
,2302303355,,Sagadahoc,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Bath,Optical Scan,"March 30, 2016",6936,,,TRUE,TRUE,DS200
TRUE,2302303355,,Sagadahoc,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Bath,Ballot Marking Device or System,"February 19, 2016",6936,,,,,ExpressVote
,2302703950,,Waldo,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Belfast,Optical Scan,"March 30, 2016",5150,,,TRUE,TRUE,DS200
TRUE,2302703950,,Waldo,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Belfast,Ballot Marking Device or System,"February 19, 2016",5150,,,,,ExpressVote
,2302909585,,Washington,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Calais,Optical Scan,"March 30, 2016",2257,,,TRUE,TRUE,DS200
TRUE,2302909585,,Washington,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Calais,Ballot Marking Device or System,"February 19, 2016",2257,,,,,ExpressVote
,2302921730,,Washington,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Eastport,Optical Scan,"March 30, 2016",1172,,,TRUE,TRUE,DS200
TRUE,2302921730,,Washington,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Eastport,Ballot Marking Device or System,"February 19, 2016",1172,,,,,ExpressVote
,2303104860,,York,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Biddeford,Optical Scan,"March 30, 2016",14042,,,TRUE,TRUE,DS200
TRUE,2303104860,,York,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Biddeford,Ballot Marking Device or System,"February 19, 2016",14042,,,,,ExpressVote
,2303164675,,York,City,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Saco,Optical Scan,"March 30, 2016",14293,,,TRUE,TRUE,DS200
TRUE,2303164675,,York,City,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Saco,Ballot Marking Device or System,"February 19, 2016",14293,,,,,ExpressVote
,2300119105,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Durham,Optical Scan,"March 30, 2016",3246,,,TRUE,TRUE,DS200
TRUE,2300119105,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Durham,Ballot Marking Device or System,"February 19, 2016",3246,,,,,ExpressVote
,2300129255,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Greene,Optical Scan,"March 30, 2016",3288,,,TRUE,TRUE,DS200
TRUE,2300129255,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Greene,Ballot Marking Device or System,"February 19, 2016",3288,,,,,ExpressVote
,2300138565,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Leeds,Optical Scan,"March 30, 2016",1772,,,TRUE,TRUE,DS200
TRUE,2300138565,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Leeds,Ballot Marking Device or System,"February 19, 2016",1772,,,,,ExpressVote
,2300140035,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Lisbon,Optical Scan,"March 30, 2016",6598,,,TRUE,TRUE,DS200
TRUE,2300140035,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Lisbon,Ballot Marking Device or System,"February 19, 2016",6598,,,,,ExpressVote
,2300140665,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Livermore,Optical Scan,"March 30, 2016",1823,,,TRUE,TRUE,DS200
TRUE,2300140665,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Livermore,Ballot Marking Device or System,"February 19, 2016",1823,,,,,ExpressVote
,2300140770,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Livermore Falls,Optical Scan,"March 30, 2016",1872,,,TRUE,TRUE,DS200
TRUE,2300140770,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Livermore Falls,Ballot Marking Device or System,"February 19, 2016",1872,,,,,ExpressVote
,2300144585,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Mechanic,Optical Scan,"March 30, 2016",2041,,,TRUE,TRUE,DS200
TRUE,2300144585,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Mechanic,Ballot Marking Device or System,"February 19, 2016",2041,,,,,ExpressVote
,2300146160,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Minot,Optical Scan,"March 30, 2016",2086,,,TRUE,TRUE,DS200
TRUE,2300146160,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Minot,Ballot Marking Device or System,"February 19, 2016",2086,,,,,ExpressVote
,2300160020,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Poland,Optical Scan,"March 30, 2016",4220,,,TRUE,TRUE,DS200
TRUE,2300160020,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Poland,Ballot Marking Device or System,"February 19, 2016",4220,,,,,ExpressVote
,2300164570,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Sabattus,Optical Scan,"March 30, 2016",3812,,,TRUE,TRUE,DS200
TRUE,2300164570,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Sabattus,Ballot Marking Device or System,"February 19, 2016",3812,,,,,ExpressVote
,2300177800,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Turner,Optical Scan,"March 30, 2016",4219,,,TRUE,TRUE,DS200
TRUE,2300177800,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Turner,Ballot Marking Device or System,"February 19, 2016",4219,,,,,ExpressVote
,2300179585,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Wales,Optical Scan,"March 30, 2016",1226,,,TRUE,TRUE,DS200
TRUE,2300179585,,Androscoggin,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Wales,Ballot Marking Device or System,"February 19, 2016",1226,,,,,ExpressVote
,2300300800,,Aroostook,Town,Warren Stewart,,Not Applicable,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Allagash,Hand Counted Paper Ballots,"March 30, 2016",254,,,TRUE,TRUE,N/A
TRUE,2300300800,,Aroostook,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Allagash,Ballot Marking Device or System,"February 19, 2016",254,,,,,ExpressVote
,2300301220,,Aroostook,Town,Warren Stewart,,Not Applicable,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Amity,Hand Counted Paper Ballots,"March 30, 2016",138,,,TRUE,TRUE,N/A
TRUE,2300301220,,Aroostook,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Amity,Ballot Marking Device or System,"February 19, 2016",138,,,,,ExpressVote
,2300301710,,Aroostook,Town,Warren Stewart,,Not Applicable,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Ashland,Hand Counted Paper Ballots,"March 30, 2016",948,,,TRUE,TRUE,N/A
TRUE,2300301710,,Aroostook,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Ashland,Ballot Marking Device or System,"February 19, 2016",948,,,,,ExpressVote
,2300302760,,Aroostook,Town,Warren Stewart,,Not Applicable,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Bancroft,Hand Counted Paper Ballots,"March 30, 2016",54,,,TRUE,TRUE,N/A
TRUE,2300302760,,Aroostook,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Bancroft,Ballot Marking Device or System,"February 19, 2016",54,,,,,ExpressVote
,2300305385,,Aroostook,Town,Warren Stewart,,Not Applicable,,,https://www.verifiedvoting.org/wp-content/uploads/2016/03/2016_DS200-Towns-and-Precincts.xlsx,ME,,TRUE,,TRUE,Blaine,Hand Counted Paper Ballots,"March 30, 2016",650,,,TRUE,TRUE,N/A
TRUE,2300305385,,Aroostook,Town,Warren Stewart,,Election Systems & Software,,TRUE,http://www.pressherald.com/2016/02/17/new-accessible-voting-system-will-accommodate-voters-with-disabilities/,ME,,,,,Blaine,Ballot Marking Device or System,"February 19, 2016",650,,,,,ExpressVote
