fips_code,state,county,division,jurisdiction_type,equip_type,make,model,pp_std,pp_std_pc,pp_std_cc,pp_acc,pp_acc_pc,pp_acc_cc,ev_std,ev_acc,abs_ballots,prov_ballots,all_vbm,vbm_acc,other,source,date_obtained,coder
2112500000,KY,Laurel,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112500000,KY,Laurel,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112700000,KY,Lawrence,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112700000,KY,Lawrence,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112700000,KY,Lawrence,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112900000,KY,Lee,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112900000,KY,Lee,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2112900000,KY,Lee,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113100000,KY,Leslie,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113100000,KY,Leslie,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113100000,KY,Leslie,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113300000,KY,Letcher,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113300000,KY,Letcher,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113300000,KY,Letcher,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113500000,KY,Lewis,,County,DRE-Push Button,Danaher,Shouptronic 1242,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113500000,KY,Lewis,,County,DRE-Dial,Hart InterCivic,eSlate,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113500000,KY,Lewis,,County,Optical Scan,Hart InterCivic,eScan,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113500000,KY,Lewis,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113700000,KY,Lincoln,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113700000,KY,Lincoln,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113700000,KY,Lincoln,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113900000,KY,Livingston,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113900000,KY,Livingston,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2113900000,KY,Livingston,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114100000,KY,Logan,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114100000,KY,Logan,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114100000,KY,Logan,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114300000,KY,Lyon,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114300000,KY,Lyon,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114300000,KY,Lyon,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114500000,KY,McCracken,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114500000,KY,McCracken,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114500000,KY,McCracken,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114700000,KY,McCreary,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114700000,KY,McCreary,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114700000,KY,McCreary,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114900000,KY,McLean,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114900000,KY,McLean,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2114900000,KY,McLean,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115100000,KY,Madison,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115100000,KY,Madison,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115100000,KY,Madison,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115300000,KY,Magoffin,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115300000,KY,Magoffin,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115300000,KY,Magoffin,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115500000,KY,Marion,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115500000,KY,Marion,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115500000,KY,Marion,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115700000,KY,Marshall,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115700000,KY,Marshall,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115700000,KY,Marshall,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115900000,KY,Martin,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115900000,KY,Martin,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2115900000,KY,Martin,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116100000,KY,Mason,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116100000,KY,Mason,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116100000,KY,Mason,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116300000,KY,Meade,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116300000,KY,Meade,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116300000,KY,Meade,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116500000,KY,Menifee,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116500000,KY,Menifee,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116500000,KY,Menifee,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116700000,KY,Mercer,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116700000,KY,Mercer,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116700000,KY,Mercer,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116900000,KY,Metcalfe,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116900000,KY,Metcalfe,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2116900000,KY,Metcalfe,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117100000,KY,Monroe,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117100000,KY,Monroe,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117100000,KY,Monroe,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117300000,KY,Montgomery,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117300000,KY,Montgomery,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117300000,KY,Montgomery,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117500000,KY,Morgan,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117500000,KY,Morgan,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117500000,KY,Morgan,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117700000,KY,Muhlenberg,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117700000,KY,Muhlenberg,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117700000,KY,Muhlenberg,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117900000,KY,Nelson,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117900000,KY,Nelson,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2117900000,KY,Nelson,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118100000,KY,Nicholas,,County,DRE-Dial,Hart InterCivic,eSlate,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118100000,KY,Nicholas,,County,Optical Scan,Hart InterCivic,eScan,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118100000,KY,Nicholas,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118300000,KY,Ohio,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118300000,KY,Ohio,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118300000,KY,Ohio,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118500000,KY,Oldham,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118500000,KY,Oldham,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118500000,KY,Oldham,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118700000,KY,Owen,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118700000,KY,Owen,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118700000,KY,Owen,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118900000,KY,Owsley,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118900000,KY,Owsley,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2118900000,KY,Owsley,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2119100000,KY,Pendleton,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2119100000,KY,Pendleton,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
2119100000,KY,Pendleton,,County,Hand Counted Paper Ballots,Not Applicable,N/A,,,,,,,,,,TRUE,,,,http://elect.ky.gov/SiteCollectionDocuments/Voting%20Equipment%20by%20County/Voting%20Equipment%20by%20County.pdf,"January 16, 2016",Warren Stewart
